project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0172,ISWEC pilot project off Ravenna,annual reports,ISWEC | another ISWEC pilot project,ISWEC | another ISWEC,Eni,ISWEC Inertial Sea Wave Energy Converter,Italy,Italy,wave,yes,,,The plant is located in the Adriatic Sea off the coast of Ravenna,50,Pilot (report),44.5355,12.9333,PRIMRE,2020,2020,2020,2020:p112,OBS0249,Pilot observations (page + quoted evidence),operational,Pilot; PRIMRE,PRJ0203,ISWEC Solar Hybrid Installation Near Ravenna,reviewed 2026-09-24: match,Inactive,Sub-scale,https://www.eni.com/en-IT/media/press-release/2019/03/eni-starts-wave-power-energy-generation-at-the-ravenna-offshore-site.html,unreviewed,
P0173,"First ISWEC industrial installation (Prezioso platform, Gela offshore)",annual reports,ISWEC | ISWEC industrial installation,ISWEC,Eni,,Italy,Italy,wave,yes,,,"the first ISWEC industrial installation will be completed near ENI's Prezioso platform in the Strait of Sicily, in the Gela offshore",,,37.0664,14.2502,place,2020,2020,2020,2020:p112,OBS0250,Pilot observations (page + quoted evidence),under_construction,Pilot,PRJ0204,,reviewed 2026-09-24: rejected 'ISWEC Demonstration at Pantelleria',,,,unreviewed,PRIMRE ISWEC Pantelleria is P0166; reverses earlier Pilot-review 'match'
P0174,MaREnergy,annual reports,OPT PowerBuoy | Ocean Power Technologies (OPT) PowerBuoy | PB3 PowerBuoy,~OPT | MaREnergy | PB3 PowerBuoy,Eni,,Italy,Italy,wave,yes,,,"Adriatic Sea Ravenna (project table); ""Ocean Power Technologies (OPT) PowerBuoy has been deployed in the Adriatic Sea since November 2018 by the oil and gas company Eni""",3,Pilot (report),44.3641,12.0590,place,2020,2020,2020,2020:p112,OBS0251,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0205,,,,,,unreviewed,
P0175,GEMSTAR tidal device programme,annual reports,GEMSTAR | GEMSTAR Demonstration II | GEMSTAR technology | Gemstar,GEMSTAR | Gemstar,SeaPower s.c.r.l.,,Italy,Italy,tidal stream,yes,,,"Mediterranean Sea (project table); ""A full-scale prototype of 300 kW will be installed in the Strait of Messina""",500,Pilot (report),38.1110,15.5786,region,2020,2025,2020; 2025,2020:p113; 2025:p150,OBS0255; OBS0271,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0206,,,,,,unreviewed,
P0176,W.e.l.s. (Wave energy light system) - Lipari turbines,annual reports,W.e.l.s. | Wave energy light system,W.e.l.s,CNR,,Italy,Italy,wave,yes,,,"Two turbines were installed in Lipari island (150 W and 1,3 kW) to properly prove that these turbines can start to produce electricity with a minimum wave.",,,38.4814,14.9397,place,2020,2020,2020,2020:p109,OBS0259,Pilot observations (page + quoted evidence),decommissioned,Pilot,PRJ0209,,,,,,unreviewed,
P0177,ECOMar 100 pilot plant,annual reports,ECOMar | ECOMar 100 | The ECOMar 100 wave energy converter,ECOMar,Kuma Energy srl,,Italy,Italy,wave,yes,,,"a contract which provides for the construction of a pilot plant for the measurement of wave motion in the harbour of Taranto, preparatory to the construction of plants to produce energy from the sea",,,40.5488,17.0806,place,2020,2020,2020,2020:p110,OBS0260,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0210,,reviewed 2026-09-24: rejected 'Enermar Pilot Plant',,,,unreviewed,PRIMRE Enermar is a tidal Kobold turbine - different project
P0178,REWEC caisson breakwater plant at the Port of Salerno,annual reports,REWEC | REWEC at the Port of Salerno | REWEC caisson breakwater | REWEC3 | REWEC3 at the Port of Salerno,REWEC | REWEC3,Mediterranea University of Reggio Calabria,Wavenergyit REWEC3,Italy,Italy,wave,yes,,,"At the Port of Salerno, the REWEC caisson breakwater includes 30 independent absorption pneumatic chambers.",,,40.6067,14.7522,PRIMRE,2020,2025,2020; 2025,2020:p112; 2025:p149,OBS0261; OBS0269,Pilot observations (page + quoted evidence),installed,Pilot; PRIMRE,PRJ0211,REWEC3 in the Harbour of Salerno,reviewed 2026-09-24: match,Inactive,Full-scale,https://www.wavenergy.it/projects/rewec3-harbour-salerno/,unreviewed,
P0179,REWEC3 at Roccella Ionica,annual reports,REWEC3,REWEC3,Mediterranea University of Reggio Calabria,,Italy,Italy,wave,yes,,,It will soon also be built in the Port of Salerno and Roccella Ionica (Reggio Calabria),120,PRIMRE,38.3132,16.4060,PRIMRE,2020,2020,2020,2020:p112,OBS0262,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0212,REWEC3 at Marina of Roccella Jonica,auto (high confidence),Active,Full-scale,https://www.wavenergy.it/projects/application-of-the-rewec3-technology-to-the-marina-of-roccella-jonica-italy/,unreviewed,
P0180,REWEC3 in the new port of Genoa,annual reports,REWEC3,REWEC3,Mediterranea University of Reggio Calabria,,Italy,Italy,wave,yes,,,the famous architect Renzo Piano plans to insert it in the new port of Genoa,,,44.4073,8.9339,place,2020,2020,2020,2020:p112,OBS0263,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0213,,,,,,unreviewed,
P0181,PeWEC,annual reports,PeWEC | Pendulum Wave Energy Converter,PeWEC | Pendulum Wave Energy Converter,MOREnergy Lab (Politecnico di Torino),,Italy,Italy,wave,yes,morenergy_pantelleria,MOREnergy Lab test site (Pantelleria),"The objective is to deploy the prototype at the MOREnergy Lab test site in Pantelleria in 2027, where it will be used for long-term performance monitoring and assessment of system behaviour in real sea conditions",50,Pilot (report),36.83,11.95,test site,2025,2025,2025,2025:p146,OBS0272,Pilot observations (page + quoted evidence),design,Pilot,PRJ0217,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0182,WEPA (Water Energy Point Absorber),annual reports,WEPA,~WEPA,MOREnergy Lab,,Italy,Italy,hybrid,yes,,,"the Azienda Speciale Parco di Porto Conte, the managing authority of the Porto Conte Regional Natural Park and the Capo Caccia - Isola Piana Marine Protected Area in Alghero (Sardinia)",15,Pilot (report),40.0913,9.0306,region,2025,2025,2025,2025:p146,OBS0273,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0218,,,,,,unreviewed,
P0183,SiZable Energy - Spar buoy platform,annual reports,SiZable Energy platform | Spar Buoy,SiZable | Spar Buoy,SiZable Energy,,Italy,Italy,other,no,noel,NOEL,These Buoys were used by SiZable energy during experimental tests conducted in the Natural Ocean Engineering Laboratory (NOEL; www.noel.unirc.it) in the sea of Reggio Calabria.,,,38.12,15.65,test site,2025,2025,2025,2025:p148,OBS0274,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0219,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0184,Blue Growth Farm (BGF) floating multi-use platform at NOEL,annual reports,BGF | Blue Grow Farm | Blue Growth Farm platform | floating multi-use platform,~BGF | Blue Grow | ~Blue Growth,,,Italy,Italy,hybrid,yes,noel,NOEL,"Recent experiments included a 1:15-scale prototype of a floating multi-use platform combining aquaculture with energy harvesting technologies. [at NOEL, Reggio Calabria, Straits of Messina]",,,38.12,15.65,test site,2025,2025,2025,2025:p145,OBS0275,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0220,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0185,Vague - Valorisation de l'energie produite par la mer,annual reports,Interreg VAGUE project | VAGUE,VAGUE,Liguria Region (coordinator),,Italy,Italy,wave,yes,,,The port of Savona is among the sites chosen for future trials.,,,44.2334,8.2526,place,2025,2025,2025,2025:p143,OBS0276,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0221,,,,,,unreviewed,
P0186,MECS project,annual reports,MECS | Multi Energy Compensator System,~MECS | Multi Energy Compensator,Seapower,,Italy,Italy,other,no,,,The system was finally tested in the Strait of Messina.,,,38.1110,15.5786,region,2025,2025,2025,2025:p150,OBS0277,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0222,,,,,,unreviewed,
P0187,NEDO ocean tidal current demonstration project (IHI twin-turbine),annual reports,,~NEDO,IHI Corporation,,Japan,Japan,tidal stream,yes,,,,50,Pilot (report),36.5748,139.2394,country,2016,2016,2016,2016:p108,OBS0278,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0223,,,,,,unreviewed,
P0188,"Ministry of the Environment tidal current power demonstration project, Okinawase Seto",annual reports,,~Ministry of the Environment,"Kyuden Mirai Energy Co., Inc",,Japan,Japan,tidal stream,yes,,,"the Okinawase Seto area of Goshima City, Nagasaki",2000,Pilot (report),33.1155,129.7874,region,2016,2016,2016,2016:p108,OBS0279,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0224,,,,,,unreviewed,
P0189,Goto Islands tidal demonstration field,annual reports,Practical Realization Project of Tidal Current Power Technologies | SIMEC Atlantis Energy AR500,~Goto Islands | Practical Realization | SIMEC Atlantis Energy AR500,Kyuden Mirai Energy Co Ltd,Proteus AR1100,Japan,Japan,tidal stream,yes,amec_naru,Goto Islands tidal demonstration field,"a test site off the coast of the Goto Islands, Nagasaki Prefecture",500,Pilot (report),32.83,128.97,test site,2020,2020,2020,2020:p115,OBS0280,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0225,Naru Strait - Goto Islands,reviewed 2026-09-24: match,Active,Full-scale,https://proteusmr.com/2025/02/13/proteus-marine-renewables-installs-japans-first-1-1mw-tidal-turbine/,unreviewed,
P0190,Hiratsuka wave power plant,annual reports,Hiratsuka Wave Power Plant,Hiratsuka,"The Institute of Industrial Science, The University of Tokyo",,Japan,Japan,wave,yes,,,in front of the Hiratsuka Shinko breakwater in Kanagawa prefecture,,,35.3351,139.3494,place,2020,2020,2020,2020:p116,OBS0281,Pilot observations (page + quoted evidence),grid_connected,Pilot,PRJ0226,,,,,,unreviewed,
P0191,Nagasaki University small scale demo,annual reports,Nagasaki University tidal current power generator,Nagasaki University,"The Organization for Marine Science and Technology, Nagasaki University",,Japan,Japan,tidal stream,yes,,,in the sea off the Goto islands,,,33.1155,129.7874,region,2020,2020,2020,2020:p116,OBS0282,Pilot observations (page + quoted evidence),operational,Pilot,PRJ0227,,,,,,unreviewed,
P0192,First Experimental OTEC Plant of Malaysia,annual reports,H-OTEC (Hybrid Ocean Thermal Energy Conversion),H-OTEC | SATREPS | First Experimental,Saga University,SATREPS Hybrid OTEC,Malaysia,Japan,OTEC,yes,,,"a project for to develop the “First Experimental OTEC Plant of Malaysia,"" by 2024",3,PRIMRE,2.4631,101.8484,PRIMRE,2020,2020,2020,2020:p117,OBS0284,Pilot observations (page + quoted evidence),planned,Pilot; PRIMRE,PRJ0229,SATREPS UTM Hybrid OTEC Project,reviewed 2026-09-24: match,Active,Full-scale,https://ieeexplore.ieee.org/document/10778704,unreviewed,
P0193,WEC for NW Mexico (DINA / Engineering Institute-UNAM),annual reports,A mechanism and device to capture wave energy in NW Mexico,~DINA,Engineering Institute-UNAM,,Mexico,Mexico,wave,yes,el_sauzal,El Sauzal,"The device will be placed close to the facilities of the port El Sauzal, Baja California, with a planned installed capacity of 100-200 kW.",100,Pilot (report),31.89,-116.7,test site,2016,2016,2016,2016:p111,OBS0287,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0232,,,,,,unreviewed,
P0194,Wave energy device - Baja California,annual reports,A wave energy device - Baja California,,CEMIE-Océano,,Mexico,Mexico,wave,yes,el_sauzal,Ensenada natural site,A wave energy device - Baja California,,,31.89,-116.7,test site,2020,2020,2020,2020:p122,OBS0290,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0235,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0195,Ocean current turbine - Cozumel Channel,annual reports,An ocean current turbine – Cozumel Channel,,CEMIE-Océano,,Mexico,Mexico,ocean current,yes,cozumel,Cozumel Canal,An ocean current turbine – Cozumel Channel,,,20.45,-86.98,test site,2020,2020,2020,2020:p122,OBS0291,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0236,,,,,,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0196,Monaco seawater heat pump (thalassothermal) systems,annual reports,Sea water heat pumps (Monaco) | Seawater heat pumps (Monaco) | sea water heat pump system | sea water heat pumps | seawater heat pump systems | seawater heat pumps | thalossothermal loops connected to seawater heat pumps | Two new heating and cooling networks connected to seawater heat pumps | Two new thalossothermal loops connected to seawater heat pumps,,,,Monaco,Monaco,other,no,,,"In Monaco, the sea is used as a renewable energy source to support the development of seawater heat pump systems. [...] Many coastal buildings benefit from this reversible system",,,43.7323,7.4277,country,2016,2025,2016; 2020; 2025,2016:p113; 2020:p124; 2025:p153,OBS0292; OBS0293; OBS0294; OBS0296; OBS0297,Pilot observations (page + quoted evidence),installed,Pilot,PRJ0237 | PRJ0238,,,,,,unreviewed,reviewed 2026-09-24: merged P0197 (Monaco seawater heat pump (thalassothermal) systems)
P0198,SBM Offshore wave-powered machine prototype,annual reports,,~SBM,SBM Offshore,,Monaco,Monaco,wave,yes,,,in the Monaco territorial waters,,,43.7323,7.4277,country,2020,2020,2020,2020:p124,OBS0295,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0239,,,,,,unreviewed,
P0199,"Tocardo 1.25 MW tidal power plant, Eastern Scheldt barrier",annual reports,"Follow up of Tocardo in Eastern Scheldt (2 MW) | Follow up: Tocardo in Eastern Scheldt (2 MW) | T2 | Tocardo 1.25 MW tidal power plant, Eastern Scheldt | Tocardo tidal power plant, Eastern Scheldt barrier | Tocardo's 1.25 MW demonstrator in the Eastern Scheldt barrier",Tocardo | Tocardo's,Tocardo,Tocardo International T2 Turbine,Netherlands,Netherlands,tidal stream,yes,oosterschelde,,"The 1.25 MW tidal power plant in the Eastern Scheldt, which was installed by the end of 2015",1250,Pilot (report),51.64,3.7,test site,2016,2020,2016; 2020,2016:p114; 2020:p127,OBS0298; OBS0311,Pilot observations (page + quoted evidence),grid_connected,Pilot; PRIMRE,PRJ0240,Oosterschelde Tocardo,reviewed 2026-09-24: match,Inactive,Full-scale,https://www.tocardo.com/tocardo-acquires-1-25mw-oosterschelde-tidal-power-plant-the-largest-tidal-array-in-the-world/,unreviewed,
P0200,"Pentair Fairbanks Nijhuis fish-friendly bi-directional turbine, Grevelingendam",annual reports,The 1 MW Pentair Fairbanks Nijhuis bi-directional turbine to be installed in the 'Grevelingendam',Pentair Fairbanks Nijhuis,Pentair Fairbanks Nijhuis,,Netherlands,Netherlands,tidal range,yes,,,in the Grevelingendam,1000,Pilot (report),52.2435,5.6343,country,2016,2016,2016,2016:p114,OBS0299,Pilot observations (page + quoted evidence),under_construction,Pilot,PRJ0241,,,,,,unreviewed,
P0201,BlueTec floating platform,annual reports,BlueTec floating platform with T2 Tocardo turbine | Bluetec,Bluetec,BlueWater,Tocardo International T2 Turbine,Netherlands,Netherlands,tidal stream,yes,bluetec_texel,,,250,PRIMRE,53.05,4.8,test site,2016,2016,2016,2016:p114,OBS0301,Pilot observations (page + quoted evidence),operational,Pilot; PRIMRE,PRJ0243,Project Texel Tocardo,reviewed 2026-09-24: match,Inactive,Full-scale,https://www.bluewater.com/our-solutions/renewable-energy-solutions/e-power-buoy-terminal/texel-project/,unreviewed,reviewed 2026-09-24: test site linked from the Pilot's site name
P0202,"Tocardo turbines, Minas Passage (Bay of Fundy)",annual reports,"T2 (upgraded, 250 kW rated)",Tocardo,Tocardo,,Canada,Netherlands,tidal stream,yes,,,the Minas Passage in Canada's Bay of Fundy,250,Pilot (report),61.0667,-107.9917,country,2016,2016,2016,2016:p114,OBS0302,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0244,,,,,,unreviewed,
P0203,OTEC Pilot Curacao,annual reports,,~OTEC Pilot Curacao,,,Curacao,Netherlands,OTEC,yes,,,OTEC Pilot Curacao (500 kW),500,Pilot (report),12.1176,-68.9309,country,2016,2016,2016,2016:p116,OBS0303,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0245,,,,,,unreviewed,
P0204,OTEC Pilot/Demo Martinique,annual reports,,~OTEC Pilot/Demo Martinique,,,Martinique,Netherlands,OTEC,yes,,,OTEC Pilot/Demo Martinique,,,14.6114,-60.9621,country,2016,2016,2016,2016:p116,OBS0304,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0246,,,,,,unreviewed,
P0205,Tidal Energy Marsdiep (200 kW),annual reports,"Tidal Energy Marsdiep | Equinox Ocean Turbines TT5 demonstration, Marsdiep | TT5 | TT5 (1:10 scale)",TT5 | Tidal Energy Marsdiep,Equinox Ocean Turbines,,Netherlands,Netherlands,tidal stream,yes,,,Tidal Energy Marsdiep (200 kW),200,Pilot (report),52.9825,4.7449,region,2016,2025,2016; 2025,2016:p116; 2025:p206,OBS0305; OBS0327,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0247 | PRJ0264,,,,,,unreviewed,reviewed 2026-09-24: merged P0220 (Tidal Energy Marsdiep (200 kW))
P0206,Brouwersdam (Brouwers Barrier) tidal range power plant,annual reports,Brouwers Barrier tidal range plant | Brouwersdam tidal power plant,Brouwersdam | Brouwers Barrier,,,Netherlands,Netherlands,tidal range,yes,,,"The Brouwersdam was built in 1971 as a defence barrier, it closes the Grevelingen lake off from the North Sea.",25000,Pilot (report),52.2435,5.6343,country,2016,2020,2016; 2020,2016:p116; 2020:p128,OBS0307; OBS0314,Pilot observations (page + quoted evidence),planned,Pilot,PRJ0249,,,,,,unreviewed,
